2933228931, 3624208604, 3246300950, 3167874704, 3937258296, 1960941678, 3994582057, 475650713, 
1003105887, 1293143862, 4262367854, 3099320192, 413296810, 697074688, 2568463360, 3719655806, 
3591995295, 3156421710, 1069232574, 3136779792, 3738344158, 503865118, 2193104643, 811560336, 
990279917, 1677207973, 1789047642, 119839273, 1390802484, 1500573013, 2648385549, 2211265174, 
1488901043, 1455142652, 2462080617, 748283128, 813596635, 2039082604, 2903991319, 1378935967, 
3031101112, 235627941, 3147942851, 2347186864, 649815481, 1805600084, 1209579177, 1402620059, 
3674686518, 1844056746, 2385087454, 2132349125, 3399865462, 3275047961, 2517323259, 3421087381, 
2494034154, 3775041795, 3782159132, 2975893563, 1987773788, 1161408586, 2463843581, 3579757802, 
3077113268, 2996333462, 3532851094, 3968070799, 1130561529, 2911411119, 3393151967, 3701447975, 
949160098, 183118964, 3286007347, 1806655602, 246354271, 2344302508, 3260414875, 1000273048, 
1903375101, 2440781406, 1314150620, 398001080, 3223676948, 994894240, 1962779100, 2477759638, 
738468814, 1572700033, 2410353367, 715547669, 1844104397, 2309502637, 1862116824, 251768129, 
1362822608, 1554971012, 552294667, 2320143037, 200750430, 1133813611, 2259784005, 244757054, 
1012912567, 3583512010, 620135270, 1940799509, 3783173749, 2317619781, 3792819876, 1089578888, 
1132220536, 3289912414, 2917666455, 3290470223, 2191892285, 1426967217, 674766496, 1030236613, 
3615548537, 2426182136, 4131226791, 1488674075, 2933612796, 3389253674, 3421715206, 3725089636, 
951421248, 3385348386, 4055893462, 1598716771, 101524955, 332402957, 2984166220, 1603266079, 
2442609775, 1817927830, 3361545061, 1898489750, 3648468428, 2481735750, 709151243, 545903537, 
2914132247, 3860401537, 3199170344, 3945781022, 1405396748, 4209422831, 740633211, 340635389, 
1354956751, 876075788, 1911744082, 3378258365, 3072073928, 1303511761, 695850796, 1430177413, 
3517251781, 772136155, 2141190082, 3779722009, 3986253083, 2486848360, 2814292770, 1073544314, 
3608257276, 1090852478, 666936334, 3137866143, 3618152815, 241951468, 263596437, 558871077, 
3556335700, 2215968374, 1118557347, 1308472542, 1109697877, 491818887, 3727427257, 218135481, 
1390475739, 2597778679, 2816312009, 2348079670, 130881664, 1612979879, 3711914276, 2833989580, 
804965176, 2311770304, 2284889938, 18097281, 3809075516, 608447999, 1258390398, 4210289858, 
2016013752, 268563389, 479736218, 2434640981, 2373199502, 3534862420, 4246582075, 1475809439, 
3150914045, 2949369876, 1456169729, 2665998352, 1663785999, 1345707284, 793596816, 1636255075, 
2048677478, 673834791, 1518335050, 3975702237, 3612288194, 2435286017, 1002468567, 530335673, 
3315251358, 3924673439, 2504289464, 2508274899, 1634521184, 754094932, 3244798728, 2564883450, 
1516075963, 4131605310, 2324400055, 606080196, 830901468, 677214240, 652854315, 2193541831, 
2229017669, 511319911, 1806239399, 4019177746, 1965036885, 3114106254, 148866881, 2542444113, 
555443898, 742364549, 2929191067, 127739825, 3397172540, 2072255034, 4068696993, 3146321153, 
4175209587, 3575979066, 3062086660, 549265635, 401226205, 4103237203, 3555136978, 2509205538, 
1334733589, 2351215495, 1396877423, 2792619976, 2361220408, 2659209420, 2289133413, 3978100952, 
4080839532, 3464454238, 3508650248, 4185363648, 3179623665, 3931833732, 1165151597, 959614925, 
2569891387, 3613895886, 782796910, 237444892, 3637226579, 532817842, 3244569844, 4277900995, 
3533187076, 1118437332, 2758889864, 3300038768, 4154228293, 2568380069, 1431992978, 341071120, 
1390865533, 1939116267, 1377306081, 3809921694, 3990532680, 2726752272, 2063065450, 3029224246, 
587625527, 3868629508, 1043902112, 3240185465, 279968512, 1437742571, 1305454870, 738287093, 
3595503569, 1102898849, 226489492, 1120903234, 2253553307, 3403351219, 2719460013, 3654227975, 
3232701983, 2567072516, 2712043871, 3185800482, 2806265331, 3866173241, 3515451594, 3215612064, 
2071943542, 588546500, 633649667, 602056496, 365569756, 284965702, 1675724227, 1394773213, 
2865668837, 651026979, 3444282013, 384839225, 2586557268, 3131713526, 2300415148, 4259135512, 
94874594, 724333966, 1090025223, 4199999653, 2593424035, 1448361897, 3823071691, 2480979121, 
4137257064, 69322237, 3796113724, 2782698241, 3326046237, 2048693167, 3059612676, 541671096, 
