1936311911, 3964338001, 2881146153, 1189346290, 
4166304380, 2380785691, 1663982198, 2596904755, 
3071095398, 1520654385, 386227493, 3562989912, 
3335369387, 290763931, 1098154510, 2279357729, 
2705254768, 1744625985, 2541617470, 2523651306, 
710686863, 4214993132, 1413263154, 1557862636, 
1140726274, 984283899, 3872467451, 2491169797, 
1639897205, 3143432585, 2500827560, 3018976177, 
16248581, 3845825001, 3502967754, 3177465672, 
2820547359, 3311696668, 3311039252, 1668893534, 
610562107, 3691617809, 4071412906, 1001328667, 
1357106483, 1544898376, 421687227, 4118649786, 
471523595, 704127871, 320578808, 3897477813, 
3761779352, 876432761, 2001625020, 91016186, 
723617452, 2723486378, 1941270718, 3546022971, 
2947781686, 2665804002, 1226125903, 2840494845, 
3000266760, 1213475210, 3585870490, 1151866894, 
2398313388, 2603472716, 115687945, 3450811332, 
763331747, 1198970029, 3961271006, 4130391114, 
1820664608, 67613435, 3104566516, 3280386592, 
3975218494, 3073599449, 3819131033, 886690580, 
4070596343, 100050960, 3032351124, 4202185916, 
602302793, 1775901392, 2118942314, 1219700049, 
2486850436, 2425958907, 3997456178, 3857300635, 
4110995237, 1398727401, 3000150624, 1425704400, 
3571987928, 2556723814, 1971824857, 2321182821, 
696279615, 2776424004, 1498893961, 2897039827, 
3967849862, 4052083735, 4049996940, 3145515132, 
1726282786, 1661690330, 2210161327, 976185780, 
371699711, 520596627, 873557432, 1341099309, 
1672926345, 3838296373, 3630662436, 3960641261, 
3624024389, 2650278629, 2781940087, 536134038, 
3397560981, 2427341164, 3127383757, 4070996652, 
2580195508, 708297394, 1640958155, 1585497033, 
3660055406, 426432332, 2580796141, 9140556, 
3566884386, 3841904920, 2739260889, 4278306449, 
366553801, 3996074753, 1636237845, 2657227644, 
2171796585, 2791666125, 3477711678, 986598257, 
1984931701, 4284776170, 4251052929, 1738261502, 
2364083647, 3174190718, 1787591929, 1017404359, 
3987928066, 4092335730, 15748353, 3479669520, 
391860377, 2564066975, 3506659594, 3188565948, 
246136731, 3590428885, 4141282021, 382025341, 
757997966, 3116761775, 529189219, 215914352, 
723159382, 117512993, 2348668941, 2762064406, 
2463289315, 894146770, 3512063329, 3269276524, 
3740137404, 551939859, 3719029447, 2290175396, 
3994702620, 1277454059, 2820569403, 1751841708, 
105273587, 237382471, 3001799181, 993684511, 
2871678144, 4143468218, 1939740359, 81463313, 
2802459232, 1538601293, 571318275, 3445442317, 
1450739611, 2622255317, 2551179910, 1402792946, 
1526376205, 3686117592, 1576911440, 2771016201, 
3086722018, 2589214483, 590504753, 1534512718, 
1303802229, 1898474273, 936322350, 1658648960, 
2954483612, 1330277662, 527662289, 3229346122, 
2064462170, 3404543644, 3674389595, 1379786421, 
3556923318, 2502184132, 313890760, 3687985280, 
4250329185, 1908949782, 3041774335, 1577552552, 
2788362721, 490428245, 1848635630, 2169045536, 
4169113826, 3815327715, 3113793041, 572038977, 
4257762216, 2417624226, 368986612, 764823627, 
3408205288, 1840156508, 2250720837, 2376679397, 
747270538, 1790747765, 964672238, 3932624130, 
2276887595, 1643471899, 2431065259, 3843985499, 
1997645826, 1004653901, 2322882695, 2708790134, 
2200447592, 988028303, 2496318521, 1585047644, 
3738602129, 3743004503, 2389282072, 3509575017, 
2538886920, 2932947317, 1631820549, 364952708, 
2666763847, 1702693965, 49538713, 3436389060, 
4016253050, 1721578593, 1405608143, 3832055709, 
1803705117, 30408807, 2852373734, 1618401254, 
1615845887, 3720801549, 1781566925, 844011797, 
1553846772, 3076353745, 409100338, 913954871, 
3214330034, 2208062645, 4293774826, 1513176166, 
3736522509, 1872040765, 2877814644, 2195849424, 
2118219977, 3204570837, 297725867, 946597675, 
4212531902, 2842340149, 1935012515, 3153410034, 
2218407599, 3208854292, 1439695146, 2945268977, 
2477499230, 4064089423, 4200960519, 2025151177, 
2784882576, 1432633387, 866858306, 3487709297, 
727879132, 2854068131, 4205085233, 1819499228, 
1947299913, 4073354928, 472217003, 2313881773, 
951340437, 518246893, 790202195, 731679969, 
2896145916, 3466553635, 2364196062, 1645598156, 
278579747, 4012801435, 3860743941, 3474045651, 
2340204904, 4183431962, 2894415071, 1024367130, 
5089380, 737114918, 2517700035, 812000200, 
4005290708, 3706131965, 1955097690, 1806800391, 
1701576255, 1016093305, 819175784, 2556443076, 
411507483, 2348052017, 3808394715, 1380823059, 
666352046, 2070169363, 2913679337, 2336623472, 
1487129895, 384014139, 687399444, 1081755282, 
308753151, 1653525369, 1913665794, 1828542021, 
1589944355, 1282778936, 460615049, 2992369587, 
2596651553, 2432521102, 3506638220, 2252144739, 
3655598497, 824531368, 2051840711, 2855118729, 
4165268074, 3515367749, 2980285262, 758636684, 
2315656418, 1018964853, 1320618181, 452519088, 
454180310, 3454835326, 2994638630, 1390392944, 
1205659090, 3599013904, 1361329057, 4117437727, 
3624959322, 1034288151, 4243530892, 2890845914, 
3304270515, 1687844803, 3518348978, 902176987, 
3020871325, 1609741267, 2975588823, 1667082672, 
2519159251, 2080031176, 1531752320, 1821447119, 
3156320233, 706417490, 2765846260, 4077402399, 
1384722314, 1909294321, 63707699, 376397101, 
1339265276, 2558127779, 2218546277, 393692301, 
1701446004, 3101046661, 2126226001, 4237634304, 
1598777531, 3153577046, 2789225241, 3971921784, 
1028729016, 2985699167, 3375346121, 2563163356, 
2214007084, 4013878998, 2576711201, 4001714998, 
3677148795, 3347849981, 2962275283, 2890421888, 
1043283816, 1311600173, 585679596, 2433838358, 
1097612612, 839448671, 887265716, 1474308847, 
2526351465, 1793442430, 2609761669, 2116853306, 
985700827, 1164757137, 1366904673, 3819461241, 
3900259946, 2236767744, 1713430315, 1491357053, 
2006099174, 3468558189, 3340711502, 4205496464, 
115483654, 2928424322, 2450828308, 3756718329, 
173505949, 3403158652, 3683776586, 3335863488, 
3805067360, 26237165, 4271088645, 987659933, 
2000958971, 2470517833, 3564032532, 1855603726, 
3914426364, 3303727551, 600014470, 4150108668, 
527344086, 3534925757, 2426806657, 1644052837, 
1732923304, 3073127473, 2933583794, 1722103696, 
2508526552, 1147615170, 3184791128, 4145992271, 
1398695970, 1326090909, 167699577, 4084179739, 
